2024-03-21 11:28:32,992 INFO    StreamThr :65550 [internal.py:wandb_internal():89] W&B internal server running at pid: 65550, started at: 2024-03-21 11:28:32.991113
2024-03-21 11:28:32,998 DEBUG   HandlerThread:65550 [handler.py:handle_request():146] handle_request: status
2024-03-21 11:28:33,001 INFO    WriterThread:65550 [datastore.py:open_for_write():87] open: /storage/user/hank/methods_test/NeO-360/wandb/offline-run-20240321_112832-hl8s1pt0/run-hl8s1pt0.wandb
2024-03-21 11:28:33,077 DEBUG   HandlerThread:65550 [handler.py:handle_request():146] handle_request: run_start
2024-03-21 11:28:33,105 DEBUG   HandlerThread:65550 [system_info.py:__init__():27] System info init
2024-03-21 11:28:33,105 DEBUG   HandlerThread:65550 [system_info.py:__init__():42] System info init done
2024-03-21 11:28:33,105 INFO    HandlerThread:65550 [system_monitor.py:start():194] Starting system monitor
2024-03-21 11:28:33,108 INFO    SystemMonitor:65550 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-21 11:28:33,108 INFO    HandlerThread:65550 [system_monitor.py:probe():214] Collecting system info
2024-03-21 11:28:33,110 INFO    SystemMonitor:65550 [interfaces.py:start():190] Started cpu monitoring
2024-03-21 11:28:33,116 INFO    SystemMonitor:65550 [interfaces.py:start():190] Started disk monitoring
2024-03-21 11:28:33,122 INFO    SystemMonitor:65550 [interfaces.py:start():190] Started gpu monitoring
2024-03-21 11:28:33,134 INFO    SystemMonitor:65550 [interfaces.py:start():190] Started memory monitoring
2024-03-21 11:28:33,136 INFO    SystemMonitor:65550 [interfaces.py:start():190] Started network monitoring
2024-03-21 11:28:33,151 DEBUG   HandlerThread:65550 [system_info.py:probe():151] Probing system
2024-03-21 11:28:33,163 DEBUG   HandlerThread:65550 [system_info.py:_probe_git():136] Probing git
2024-03-21 11:28:33,259 DEBUG   HandlerThread:65550 [system_info.py:_probe_git():144] Probing git done
2024-03-21 11:28:33,259 DEBUG   HandlerThread:65550 [system_info.py:probe():199] Probing system done
