2024-03-23 16:04:23,956 INFO    StreamThr :3709347 [internal.py:wandb_internal():89] W&B internal server running at pid: 3709347, started at: 2024-03-23 16:04:23.954992
2024-03-23 16:04:23,964 DEBUG   HandlerThread:3709347 [handler.py:handle_request():146] handle_request: status
2024-03-23 16:04:23,966 INFO    WriterThread:3709347 [datastore.py:open_for_write():87] open: /storage/user/hank/methods_test/NeO-360/wandb/offline-run-20240323_160423-udlji6ie/run-udlji6ie.wandb
2024-03-23 16:04:24,039 DEBUG   HandlerThread:3709347 [handler.py:handle_request():146] handle_request: run_start
2024-03-23 16:04:24,049 DEBUG   HandlerThread:3709347 [system_info.py:__init__():27] System info init
2024-03-23 16:04:24,049 DEBUG   HandlerThread:3709347 [system_info.py:__init__():42] System info init done
2024-03-23 16:04:24,049 INFO    HandlerThread:3709347 [system_monitor.py:start():194] Starting system monitor
2024-03-23 16:04:24,051 INFO    HandlerThread:3709347 [system_monitor.py:probe():214] Collecting system info
2024-03-23 16:04:24,051 INFO    SystemMonitor:3709347 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-23 16:04:24,070 DEBUG   HandlerThread:3709347 [system_info.py:probe():151] Probing system
2024-03-23 16:04:24,072 INFO    SystemMonitor:3709347 [interfaces.py:start():190] Started cpu monitoring
2024-03-23 16:04:24,081 INFO    SystemMonitor:3709347 [interfaces.py:start():190] Started disk monitoring
2024-03-23 16:04:24,083 INFO    SystemMonitor:3709347 [interfaces.py:start():190] Started gpu monitoring
2024-03-23 16:04:24,086 INFO    SystemMonitor:3709347 [interfaces.py:start():190] Started memory monitoring
2024-03-23 16:04:24,087 DEBUG   HandlerThread:3709347 [system_info.py:_probe_git():136] Probing git
2024-03-23 16:04:24,090 INFO    SystemMonitor:3709347 [interfaces.py:start():190] Started network monitoring
2024-03-23 16:04:24,116 DEBUG   HandlerThread:3709347 [system_info.py:_probe_git():144] Probing git done
2024-03-23 16:04:24,116 DEBUG   HandlerThread:3709347 [system_info.py:probe():199] Probing system done
