2024-03-21 16:58:20,098 INFO    StreamThr :2214279 [internal.py:wandb_internal():89] W&B internal server running at pid: 2214279, started at: 2024-03-21 16:58:20.085365
2024-03-21 16:58:20,102 DEBUG   HandlerThread:2214279 [handler.py:handle_request():146] handle_request: status
2024-03-21 16:58:20,104 INFO    WriterThread:2214279 [datastore.py:open_for_write():87] open: /storage/user/hank/methods_test/NeO-360/wandb/offline-run-20240321_165820-i70akst8/run-i70akst8.wandb
2024-03-21 16:58:20,202 DEBUG   HandlerThread:2214279 [handler.py:handle_request():146] handle_request: run_start
2024-03-21 16:58:20,236 DEBUG   HandlerThread:2214279 [system_info.py:__init__():27] System info init
2024-03-21 16:58:20,236 DEBUG   HandlerThread:2214279 [system_info.py:__init__():42] System info init done
2024-03-21 16:58:20,237 INFO    HandlerThread:2214279 [system_monitor.py:start():194] Starting system monitor
2024-03-21 16:58:20,238 INFO    HandlerThread:2214279 [system_monitor.py:probe():214] Collecting system info
2024-03-21 16:58:20,239 INFO    SystemMonitor:2214279 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-21 16:58:20,241 INFO    SystemMonitor:2214279 [interfaces.py:start():190] Started cpu monitoring
2024-03-21 16:58:20,243 INFO    SystemMonitor:2214279 [interfaces.py:start():190] Started disk monitoring
2024-03-21 16:58:20,244 INFO    SystemMonitor:2214279 [interfaces.py:start():190] Started gpu monitoring
2024-03-21 16:58:20,247 INFO    SystemMonitor:2214279 [interfaces.py:start():190] Started memory monitoring
2024-03-21 16:58:20,249 INFO    SystemMonitor:2214279 [interfaces.py:start():190] Started network monitoring
2024-03-21 16:58:20,274 DEBUG   HandlerThread:2214279 [system_info.py:probe():151] Probing system
2024-03-21 16:58:20,282 DEBUG   HandlerThread:2214279 [system_info.py:_probe_git():136] Probing git
2024-03-21 16:58:20,339 DEBUG   HandlerThread:2214279 [system_info.py:_probe_git():144] Probing git done
2024-03-21 16:58:20,339 DEBUG   HandlerThread:2214279 [system_info.py:probe():199] Probing system done
