2024-03-21 11:58:24,925 INFO    StreamThr :128556 [internal.py:wandb_internal():89] W&B internal server running at pid: 128556, started at: 2024-03-21 11:58:24.921612
2024-03-21 11:58:24,928 DEBUG   HandlerThread:128556 [handler.py:handle_request():146] handle_request: status
2024-03-21 11:58:24,932 INFO    WriterThread:128556 [datastore.py:open_for_write():87] open: /storage/user/hank/methods_test/NeO-360/wandb/offline-run-20240321_115824-zzjrs13t/run-zzjrs13t.wandb
2024-03-21 11:58:25,069 DEBUG   HandlerThread:128556 [handler.py:handle_request():146] handle_request: run_start
2024-03-21 11:58:25,097 DEBUG   HandlerThread:128556 [system_info.py:__init__():27] System info init
2024-03-21 11:58:25,097 DEBUG   HandlerThread:128556 [system_info.py:__init__():42] System info init done
2024-03-21 11:58:25,097 INFO    HandlerThread:128556 [system_monitor.py:start():194] Starting system monitor
2024-03-21 11:58:25,100 INFO    SystemMonitor:128556 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-21 11:58:25,101 INFO    HandlerThread:128556 [system_monitor.py:probe():214] Collecting system info
2024-03-21 11:58:25,101 INFO    SystemMonitor:128556 [interfaces.py:start():190] Started cpu monitoring
2024-03-21 11:58:25,103 INFO    SystemMonitor:128556 [interfaces.py:start():190] Started disk monitoring
2024-03-21 11:58:25,105 INFO    SystemMonitor:128556 [interfaces.py:start():190] Started gpu monitoring
2024-03-21 11:58:25,107 INFO    SystemMonitor:128556 [interfaces.py:start():190] Started memory monitoring
2024-03-21 11:58:25,109 INFO    SystemMonitor:128556 [interfaces.py:start():190] Started network monitoring
2024-03-21 11:58:25,160 DEBUG   HandlerThread:128556 [system_info.py:probe():151] Probing system
2024-03-21 11:58:25,178 DEBUG   HandlerThread:128556 [system_info.py:_probe_git():136] Probing git
2024-03-21 11:58:25,232 DEBUG   HandlerThread:128556 [system_info.py:_probe_git():144] Probing git done
2024-03-21 11:58:25,233 DEBUG   HandlerThread:128556 [system_info.py:probe():199] Probing system done
2024-03-21 11:58:25,233 DEBUG   HandlerThread:128556 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-97-generic-x86_64-with-debian-bookworm-sid', 'python': '3.7.16', 'heartbeatAt': '2024-03-21T10:58:25.160381', 'startedAt': '2024-03-21T10:58:24.855174', 'docker': None, 'cuda': None, 'args': ('--dataset_name', 'kitti360', '--root_dir', '/usr/stud/hank/storage/user/methods_test/NeO-360/data/PDMultiObjv6/train', '--exp_type', 'triplanar_nocs_fusion_conv_scene', '--exp_name', 'multi_map_tp_CONV_scene', '--encoder_type', 'resnet', '--batch_size', '100', '--num_gpus', '1'), 'state': 'running', 'program': 'run.py', 'codePathLocal': 'run.py', 'codePath': 'run.py', 'git': {'remote': 'https://github.com/Kvasir8/NeO-360_baseline_KDBTS.git', 'commit': '71e5b4aac931320fd80cf266f2f8c7276d8ab8aa'}, 'email': 'ge96tir@tum.de', 'root': '/storage/user/hank/methods_test/NeO-360', 'host': 'node14', 'username': 'hank', 'executable': '/storage/user/hank/miniconda3/envs/neo360/bin/python', 'cpu_count': 36, 'cpu_count_logical': 36, 'cpu_freq': {'current': 3979.284444444444, 'min': 1200.0, 'max': 4000.0}, 'cpu_freq_per_core': [{'current': 3898.67, 'min': 1200.0, 'max': 4000.0}, {'current': 4000.0, 'min': 1200.0, 'max': 4000.0}, {'current': 4000.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3900.0, 'min': 1200.0, 'max': 4000.0}, {'current': 4000.0, 'min': 1200.0, 'max': 4000.0}, {'current': 4000.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3899.344, 'min': 1200.0, 'max': 4000.0}, {'current': 3899.999, 'min': 1200.0, 'max': 4000.0}, {'current': 4000.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3899.999, 'min': 1200.0, 'max': 4000.0}, {'current': 4000.0, 'min': 1200.0, 'max': 4000.0}, {'current': 4000.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3894.816, 'min': 1200.0, 'max': 4000.0}, {'current': 4000.0, 'min': 1200.0, 'max': 4000.0}, {'current': 4000.0, 'min': 1200.0, 'max': 4000.0}, {'current': 4000.0, 'min': 1200.0, 'max': 4000.0}, {'current': 4000.0, 'min': 1200.0, 'max': 4000.0}, {'current': 4000.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3654.308, 'min': 1200.0, 'max': 4000.0}, {'current': 3744.697, 'min': 1200.0, 'max': 4000.0}, {'current': 3713.638, 'min': 1200.0, 'max': 4000.0}, {'current': 3665.776, 'min': 1200.0, 'max': 4000.0}, {'current': 4000.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3716.897, 'min': 1200.0, 'max': 4000.0}, {'current': 3717.724, 'min': 1200.0, 'max': 4000.0}, {'current': 3732.586, 'min': 1200.0, 'max': 4000.0}, {'current': 3675.772, 'min': 1200.0, 'max': 4000.0}, {'current': 3934.249, 'min': 1200.0, 'max': 4000.0}, {'current': 4000.0, 'min': 1200.0, 'max': 4000.0}, {'current': 3889.804, 'min': 1200.0, 'max': 4000.0}, {'current': 3666.904, 'min': 1200.0, 'max': 4000.0}, {'current': 3791.224, 'min': 1200.0, 'max': 4000.0}, {'current': 3747.334, 'min': 1200.0, 'max': 4000.0}, {'current': 3709.486, 'min': 1200.0, 'max': 4000.0}, {'current': 3819.512, 'min': 1200.0, 'max': 4000.0}, {'current': 4000.0, 'min': 1200.0, 'max': 4000.0}], 'disk': {'/': {'total': 755.2838859558105, 'used': 7.037498474121094}}, 'gpu': 'NVIDIA RTX A6000', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA RTX A6000', 'memory_total': 51527024640}], 'memory': {'total': 1510.567771911621}}
2024-03-21 11:58:25,233 INFO    HandlerThread:128556 [system_monitor.py:probe():224] Finished collecting system info
2024-03-21 11:58:25,234 INFO    HandlerThread:128556 [system_monitor.py:probe():227] Publishing system info
2024-03-21 11:58:25,236 DEBUG   HandlerThread:128556 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
2024-03-21 11:58:35,658 DEBUG   HandlerThread:128556 [system_info.py:_save_conda():220] Saving conda packages done
2024-03-21 11:58:35,675 INFO    HandlerThread:128556 [system_monitor.py:probe():229] Finished publishing system info
2024-03-21 11:58:35,722 DEBUG   HandlerThread:128556 [handler.py:handle_request():146] handle_request: status_report
2024-03-21 11:58:35,723 DEBUG   HandlerThread:128556 [handler.py:handle_request():146] handle_request: keepalive
2024-03-21 11:58:35,723 DEBUG   HandlerThread:128556 [handler.py:handle_request():146] handle_request: status_report
2024-03-21 11:58:35,723 DEBUG   SenderThread:128556 [sender.py:send_request():409] send_request: status_report
2024-03-21 11:58:35,724 DEBUG   HandlerThread:128556 [handler.py:handle_request():146] handle_request: keepalive
2024-03-21 11:58:35,724 DEBUG   SenderThread:128556 [sender.py:send_request():409] send_request: status_report
2024-03-21 11:58:35,726 DEBUG   HandlerThread:128556 [handler.py:handle_request():146] handle_request: python_packages
2024-03-21 11:58:40,725 DEBUG   HandlerThread:128556 [handler.py:handle_request():146] handle_request: status_report
2024-03-21 11:58:40,726 DEBUG   SenderThread:128556 [sender.py:send_request():409] send_request: status_report
2024-03-21 11:58:45,728 DEBUG   HandlerThread:128556 [handler.py:handle_request():146] handle_request: status_report
2024-03-21 11:58:45,728 DEBUG   SenderThread:128556 [sender.py:send_request():409] send_request: status_report
2024-03-21 11:58:50,732 DEBUG   HandlerThread:128556 [handler.py:handle_request():146] handle_request: status_report
2024-03-21 11:58:50,732 DEBUG   SenderThread:128556 [sender.py:send_request():409] send_request: status_report
2024-03-21 11:58:55,733 DEBUG   HandlerThread:128556 [handler.py:handle_request():146] handle_request: status_report
2024-03-21 11:58:55,733 DEBUG   SenderThread:128556 [sender.py:send_request():409] send_request: status_report
2024-03-21 11:59:00,745 DEBUG   HandlerThread:128556 [handler.py:handle_request():146] handle_request: status_report
2024-03-21 11:59:00,745 DEBUG   SenderThread:128556 [sender.py:send_request():409] send_request: status_report
2024-03-21 11:59:05,746 DEBUG   HandlerThread:128556 [handler.py:handle_request():146] handle_request: status_report
2024-03-21 11:59:05,747 DEBUG   SenderThread:128556 [sender.py:send_request():409] send_request: status_report
2024-03-21 11:59:10,748 DEBUG   HandlerThread:128556 [handler.py:handle_request():146] handle_request: status_report
2024-03-21 11:59:10,748 DEBUG   SenderThread:128556 [sender.py:send_request():409] send_request: status_report
2024-03-21 11:59:15,750 DEBUG   HandlerThread:128556 [handler.py:handle_request():146] handle_request: status_report
2024-03-21 11:59:15,750 DEBUG   SenderThread:128556 [sender.py:send_request():409] send_request: status_report
2024-03-21 11:59:20,757 DEBUG   HandlerThread:128556 [handler.py:handle_request():146] handle_request: status_report
2024-03-21 11:59:20,757 DEBUG   SenderThread:128556 [sender.py:send_request():409] send_request: status_report
2024-03-21 11:59:25,110 DEBUG   SystemMonitor:128556 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-03-21 11:59:25,766 DEBUG   HandlerThread:128556 [handler.py:handle_request():146] handle_request: status_report
2024-03-21 11:59:25,767 DEBUG   SenderThread:128556 [sender.py:send_request():409] send_request: status_report
2024-03-21 11:59:30,768 DEBUG   HandlerThread:128556 [handler.py:handle_request():146] handle_request: status_report
2024-03-21 11:59:30,768 DEBUG   SenderThread:128556 [sender.py:send_request():409] send_request: status_report
2024-03-21 11:59:35,774 DEBUG   HandlerThread:128556 [handler.py:handle_request():146] handle_request: status_report
2024-03-21 11:59:35,774 DEBUG   SenderThread:128556 [sender.py:send_request():409] send_request: status_report
2024-03-21 11:59:40,776 DEBUG   HandlerThread:128556 [handler.py:handle_request():146] handle_request: status_report
2024-03-21 11:59:40,776 DEBUG   SenderThread:128556 [sender.py:send_request():409] send_request: status_report
2024-03-21 11:59:45,777 DEBUG   HandlerThread:128556 [handler.py:handle_request():146] handle_request: status_report
2024-03-21 11:59:45,778 DEBUG   SenderThread:128556 [sender.py:send_request():409] send_request: status_report
2024-03-21 11:59:50,779 DEBUG   HandlerThread:128556 [handler.py:handle_request():146] handle_request: status_report
2024-03-21 11:59:50,779 DEBUG   SenderThread:128556 [sender.py:send_request():409] send_request: status_report
